Date,Away Team,Home Team,Location,Away Win %,Home Win %,PEAR,GQI,Away Net,Home Net,Final Score
2026-03-16,Cincinnati,Utah Valley,Away,81.5%,18.5%,Cincinnati -4.47,5.8,23,190,Cincinnati 11-1
2026-03-16,Dayton,Lindenwood,Away,49.5%,50.5%,Lindenwood -0.05,5.6,165,211,Dayton 0-0
2026-03-16,St. Thomas (MN),Air Force,Home,28.9%,71.1%,Air Force -2.5,3.7,269,187,Air Force 20-12
2026-03-16,Harvard,California Baptist,Home,8.3%,91.7%,California Baptist -6.84,3.7,283,61,Harvard 14-12
2026-03-16,Maine,Omaha,Away,22.7%,77.3%,Omaha -3.46,3.3,279,188,Maine 0-0
