Date,Away Team,Home Team,Location,Away Win %,Home Win %,PEAR,GQI,Away Net,Home Net,Final Score
2026-04-08,Louisiana,Southeastern La.,Away,50.9%,49.1%,Southeastern La. -0.09,8.2,63,87,Southeastern La. 7-6
2026-04-08,Oregon,Portland,Away,68.1%,31.9%,Oregon -2.19,8.2,28,56,Portland 13-9
2026-04-08,The Citadel,Winthrop,Away,44.5%,55.5%,Winthrop -0.52,7.9,88,77,The Citadel 10-8
2026-04-08,Michigan St.,Notre Dame,Away,29.0%,71.0%,Notre Dame -2.64,6.8,135,54,Michigan St. 7-4
2026-04-08,UNLV,Arizona St.,Home,17.5%,82.5%,Arizona St. -4.5,6.7,130,19,UNLV 7-5
2026-04-08,Marshall,West Virginia,Away,12.4%,87.6%,West Virginia -5.67,6.1,157,16,West Virginia 12-2
2026-04-08,SIUE,Indiana St.,Home,38.6%,61.4%,Indiana St. -1.11,5.9,167,151,SIUE 17-9
2026-04-08,SFA,Texas St.,Away,17.2%,82.8%,Texas St. -4.55,5.8,173,45,Texas St. 10-0
2026-04-08,CSU Bakersfield,Saint Mary's (CA),Away,28.6%,71.4%,Saint Mary's (CA) -2.69,5.5,186,118,Saint Mary's (CA) 14-4
2026-04-08,Maryland,Navy,Away,72.8%,27.2%,Maryland -2.92,5.2,109,206,Maryland 15-2
2026-04-08,New Mexico St.,Arizona,Home,23.6%,76.4%,Arizona -3.27,5.2,177,144,Arizona 13-3
2026-04-08,Dayton,Toledo,Away,40.7%,59.3%,Toledo -0.93,5.1,180,210,Dayton 9-5
2026-04-08,Lindenwood,Evansville,Home,41.1%,58.9%,Evansville -0.98,5.0,219,183,Evansville 9-2
2026-04-08,South Alabama,Alabama St.,Home,81.4%,18.6%,South Alabama -4.23,4.8,84,221,Alabama St. 7-5
2026-04-08,Northwestern,UIC,Away,65.4%,34.6%,Northwestern -2.04,4.8,99,260,Northwestern 15-4
2026-04-08,Towson,George Mason,Home,37.7%,62.3%,George Mason -1.47,4.7,222,192,Towson 5-4
2026-04-08,South Dakota St.,Minnesota,Home,14.1%,85.9%,Minnesota -5.18,4.6,231,79,Minnesota 16-7
2026-04-08,Florida A&M,Troy,Away,13.6%,86.4%,Troy -5.13,4.6,213,98,Troy 12-2
2026-04-08,Fordham,Columbia,Home,43.0%,57.0%,Columbia -0.83,4.5,223,236,Columbia 11-5
2026-04-08,Mount St. Mary's,Bucknell,Home,34.5%,65.5%,Bucknell -1.95,4.4,253,159,Mount St. Mary's 14-2
2026-04-08,Monmouth,Princeton,Away,64.8%,35.2%,Monmouth -2.01,4.3,174,251,Monmouth 10-8
2026-04-08,Quinnipiac,Rhode Island,Away,38.5%,61.5%,Rhode Island -1.51,4.3,241,218,Rhode Island 9-2
2026-04-08,Akron,Kent St.,Away,8.6%,91.4%,Kent St. -6.84,4.2,257,46,Kent St. 12-7
2026-04-08,Merrimack,Brown,Home,32.5%,67.5%,Brown -2.15,4.1,248,200,Brown 10-0
2026-04-08,North Dakota St.,Creighton,Home,20.6%,79.4%,Creighton -4.09,4.0,270,105,Creighton 16-4
2026-04-08,FDU,Iona,Away,55.5%,44.5%,FDU -0.74,3.9,199,294,Iona 3-1
2026-04-08,Dartmouth,Boston College,Home,5.9%,94.1%,Boston College -7.97,3.8,289,31,Boston College 13-3
2026-04-08,Northeastern,Harvard,Home,79.8%,20.2%,Northeastern -4.07,3.7,145,267,Northeastern 4-1
2026-04-08,Youngstown St.,Pittsburgh,Home,4.2%,95.8%,Pittsburgh -8.95,3.6,291,34,Pittsburgh 12-2
2026-04-08,LIU,UAlbany,Away,51.8%,48.2%,LIU -0.22,3.6,277,281,UAlbany 6-5
2026-04-08,Siena,Binghamton,Home,22.9%,77.1%,Binghamton -3.58,3.5,271,178,Binghamton 11-1
2026-04-08,Southern U.,Northwestern St.,Home,8.0%,92.0%,Northwestern St. -6.95,3.5,278,93,Northwestern St. 9-3
2026-04-08,Canisius,St. Bonaventure,Away,44.1%,55.9%,St. Bonaventure -0.7,3.3,282,285,St. Bonaventure 11-2
2026-04-08,Stonehill,Holy Cross,Home,22.9%,77.1%,Holy Cross -3.42,3.3,256,228,Holy Cross 6-5
2026-04-08,Niagara,Mercyhurst,Home,72.5%,27.5%,Niagara -2.8,3.0,238,288,Mercyhurst 12-5
2026-04-08,Northern Colo.,Air Force,Home,16.7%,83.3%,Air Force -4.62,2.9,293,182,Air Force 10-4
2026-04-08,New Haven,Yale,Away,9.8%,90.2%,Yale -6.48,2.8,301,150,Yale 20-0
2026-04-08,A&M-Corpus Christi,Prairie View,Away,90.3%,9.8%,A&M-Corpus Christi -6.38,2.3,209,303,A&M-Corpus Christi 13-4
2026-04-08,La Salle,Saint Peter's,Away,84.9%,15.1%,La Salle -4.96,2.2,239,307,La Salle 19-3
