Date,Away Team,Home Team,Location,Away Win %,Home Win %,PEAR,GQI,Away Net,Home Net,Final Score
2026-03-29,Auburn,Alabama,Home,49.7%,50.3%,Alabama -0.02,9.8,7,11,Alabama 3-1
2026-03-29,West Virginia,Arizona St.,Home,54.1%,45.9%,West Virginia -0.52,9.5,14,17,West Virginia 9-5
2026-03-29,Florida,Arkansas,Home,54.6%,45.4%,Florida -0.72,9.3,4,33,Florida 7-6
2026-03-29,Kentucky,LSU,Away,48.0%,52.0%,LSU -0.2,9.2,20,38,LSU 17-10
2026-03-29,Virginia,Boston College,Home,59.0%,41.0%,Virginia -1.02,9.0,19,32,Virginia 3-1
2026-03-29,Pittsburgh,Louisville,Home,47.0%,53.0%,Louisville -0.38,8.9,29,55,Pittsburgh 13-7
2026-03-29,South Fla.,Charlotte,Home,51.2%,48.8%,South Fla. -0.19,8.9,30,59,Charlotte 10-3
2026-03-29,Tennessee,Vanderbilt,Away,50.9%,49.1%,Tennessee -0.12,8.9,37,54,Vanderbilt 16-15
2026-03-29,Mississippi St.,Ole Miss,Away,70.0%,30.0%,Mississippi St. -2.67,8.8,3,25,Mississippi St. 7-1
2026-03-29,North Carolina,Notre Dame,Away,67.6%,32.4%,North Carolina -2.3,8.8,6,31,North Carolina 15-10
2026-03-29,Oregon,UC Santa Barbara,Away,65.3%,34.7%,Oregon -1.96,8.7,16,40,Oregon 2-0
2026-03-29,Kansas,Cincinnati,Home,40.1%,59.9%,Cincinnati -0.98,8.6,50,41,Kansas 13-6
2026-03-29,Kansas St.,Utah,Away,61.7%,38.3%,Kansas St. -1.31,8.4,36,60,Utah 16-14
2026-03-29,NC State,Georgia Tech,Home,27.8%,72.2%,Georgia Tech -2.89,8.3,49,12,Georgia Tech 10-0
2026-03-29,Missouri St.,DBU,Home,43.3%,56.7%,DBU -0.72,8.3,35,80,DBU 8-5
2026-03-29,East Carolina,UTSA,Away,38.8%,61.2%,UTSA -1.3,8.3,65,39,UTSA 8-7
2026-03-29,Texas Tech,TCU,Home,35.5%,64.5%,TCU -1.94,8.2,68,28,TCU 5-4
2026-03-29,Baylor,Houston,Away,55.5%,44.5%,Baylor -0.79,8.1,44,91,Baylor 14-7
2026-03-29,Mercer,Oregon St.,Away,21.0%,79.0%,Oregon St. -3.93,8.1,48,5,Oregon St. 3-1
2026-03-29,Fla. Atlantic,Rice,Away,51.7%,48.3%,Fla. Atlantic -0.11,8.0,95,75,Rice 8-1
2026-03-29,Duke,Florida St.,Away,26.3%,73.7%,Florida St. -3.08,8.0,70,9,Duke 11-4
2026-03-29,Stanford,Virginia Tech,Away,43.1%,56.9%,Virginia Tech -0.75,7.9,89,64,Stanford 6-3
2026-03-29,Michigan,Rutgers,Away,48.3%,51.7%,Rutgers -0.09,7.9,63,102,Michigan 6-2
2026-03-29,Miami (OH),Kent St.,Home,37.3%,62.7%,Kent St. -1.51,7.8,92,47,Miami (OH) 8-5
2026-03-29,Western Caro.,The Citadel,Home,49.9%,50.1%,The Citadel -0.01,7.8,99,98,Western Caro. 16-3
2026-03-29,California,Wake Forest,Away,26.9%,73.1%,Wake Forest -2.96,7.7,77,27,California 5-3
2026-03-29,Texas A&M,Missouri,Home,81.5%,18.5%,Texas A&M -4.39,7.5,10,84,Texas A&M 14-3
2026-03-29,UCLA,Iowa,Home,85.0%,14.9%,UCLA -5.24,7.5,1,76,UCLA 14-6
2026-03-29,Charleston So.,Winthrop,Away,40.3%,59.7%,Winthrop -1.29,7.5,119,53,Winthrop 5-4
2026-03-29,Indiana,Nebraska,Away,23.3%,76.7%,Nebraska -3.59,7.4,97,15,Nebraska 12-4
2026-03-29,UC San Diego,UC Davis,Home,54.9%,45.1%,UC San Diego -0.69,7.3,81,127,UC San Diego 9-5
2026-03-29,VMI,ETSU,Home,27.6%,72.4%,ETSU -2.82,7.3,83,74,VMI 5-4
2026-03-29,Southern California,Maryland,Home,83.2%,16.8%,Southern California -4.66,7.3,8,88,Southern California 14-4
2026-03-29,Jacksonville St.,Louisiana Tech,Away,69.0%,31.0%,Jacksonville St. -2.52,7.3,26,118,Jacksonville St. 7-4
2026-03-29,Saint Mary's (CA),Portland,Home,39.7%,60.3%,Portland -1.27,7.2,134,58,Portland 6-1
2026-03-29,Ohio St.,Minnesota,Home,32.4%,67.6%,Minnesota -1.99,7.2,96,85,Ohio St. 12-9
2026-03-29,Nevada,Washington St.,Away,55.1%,44.9%,Nevada -0.85,7.2,82,133,Nevada 12-5
2026-03-29,South Carolina,Georgia,Home,20.2%,79.8%,Georgia -4.1,7.2,100,21,Georgia 9-7
2026-03-29,Cal St. Fullerton,Hawaii,Away,43.0%,57.0%,Hawaii -0.87,7.1,131,90,Hawaii 6-5
2026-03-29,Purdue,Michigan St.,Home,63.3%,36.7%,Purdue -1.73,7.1,46,137,Purdue 11-4
2026-03-29,Tulane,UAB,Away,37.7%,62.3%,UAB -1.58,6.9,153,51,UAB 5-4
2026-03-29,Northwestern St.,Nicholls,Home,55.7%,44.3%,Northwestern St. -0.84,6.7,111,146,Northwestern St. 6-4
2026-03-29,Arizona,UCF,Away,33.6%,66.4%,UCF -2.19,6.7,168,24,UCF 3-2
2026-03-29,Western Ky.,Sam Houston,Home,67.5%,32.5%,Western Ky. -2.15,6.7,93,129,Western Ky. 8-2
2026-03-29,James Madison,Arkansas St.,Home,32.5%,67.5%,Arkansas St. -2.25,6.7,145,62,Arkansas St. 2-1
2026-03-29,ULM,Louisiana,Home,24.9%,75.1%,Louisiana -3.16,6.6,138,43,Louisiana 4-0
2026-03-29,Southern Ind.,Little Rock,Home,46.5%,53.5%,Little Rock -0.62,6.6,154,130,Little Rock 9-4
2026-03-29,Stetson,FGCU,Home,34.0%,66.0%,FGCU -1.91,6.6,150,71,
2026-03-29,Stetson,FGCU,Home,34.0%,66.0%,FGCU -1.91,6.6,150,71,FGCU 10-6
2026-03-29,Coastal Carolina,Marshall,Away,79.9%,20.1%,Coastal Carolina -4.17,6.5,22,144,Coastal Carolina 5-4
2026-03-29,App State,Southern Miss.,Away,15.0%,85.0%,Southern Miss. -5.1,6.5,135,18,Southern Miss. 13-4
2026-03-29,Xavier,UConn,Home,38.6%,61.4%,UConn -1.38,6.4,156,113,Xavier 6-1
2026-03-29,Air Force,Tarleton St.,Away,34.8%,65.2%,Tarleton St. -2.01,6.4,170,67,Tarleton St. 11-10
2026-03-29,Abilene Christian,McNeese,Away,49.0%,51.0%,McNeese -0.01,6.4,139,165,McNeese 11-10
2026-03-29,Northwestern,Washington,Away,37.3%,62.7%,Washington -1.44,6.3,112,157,Washington 7-2
2026-03-29,Old Dominion,South Alabama,Away,32.5%,67.5%,South Alabama -2.18,6.2,174,69,South Alabama 12-1
2026-03-29,San Jose St.,UNLV,Away,37.1%,62.9%,UNLV -1.42,6.1,166,116,San Jose St. 18-8
2026-03-29,Texas St.,Georgia St.,Home,74.4%,25.6%,Texas St. -3.24,6.1,45,176,Texas St. 12-3
2026-03-29,North Florida,Jacksonville,Home,48.2%,51.8%,North Florida -0.15,6.0,120,201,North Florida 12-6
