Date,Away Team,Home Team,Location,Away Win %,Home Win %,PEAR,GQI,Away Net,Home Net,Final Score
2026-05-21,Florida,Alabama,Neutral,53.7%,46.3%,Florida -0.57,9.6,9,11,Florida 13-3
2026-05-21,Mississippi St.,Georgia,Neutral,44.1%,55.9%,Georgia -1.05,9.6,8,4,Georgia 5-3
2026-05-21,Cincinnati,Arizona St.,Neutral,47.0%,53.0%,Arizona St. -0.43,9.3,24,27,Arizona St. 10-2
2026-05-21,Oklahoma St.,UCF,Neutral,58.0%,42.0%,Oklahoma St. -1.21,9.0,25,31,Oklahoma St. 12-6
2026-05-21,Louisiana,Texas St.,Neutral,51.5%,48.5%,Louisiana -0.35,8.8,41,56,Texas St. 4-3
2026-05-21,Iowa,Purdue,Neutral,49.8%,50.2%,Purdue -0.04,8.7,63,54,Purdue 8-1
2026-05-21,Miami (FL),Boston College,Neutral,64.1%,35.9%,Miami (FL) -2.02,8.7,28,35,Miami (FL) 8-2
2026-05-21,Kansas St.,West Virginia,Neutral,31.9%,68.1%,West Virginia -2.81,8.6,42,10,West Virginia 4-2
2026-05-21,Virginia,Georgia Tech,Neutral,24.7%,75.3%,Georgia Tech -4.09,8.5,33,2,Georgia Tech 16-10
2026-05-21,Baylor,Kansas,Neutral,30.3%,69.7%,Kansas -3.08,8.4,53,12,Kansas 8-7
2026-05-21,The Citadel,Mercer,Neutral,42.6%,57.4%,Mercer -0.99,8.4,68,46,The Citadel 9-2
2026-05-21,Michigan,Ohio St.,Neutral,56.6%,43.4%,Michigan -0.89,8.3,50,73,Michigan 3-0
2026-05-21,South Alabama,Troy,Neutral,38.5%,61.5%,Troy -1.57,8.1,65,64,Troy 11-3
2026-05-21,Saint Mary's (CA),Gonzaga,Neutral,49.5%,50.5%,Gonzaga -0.29,8.0,104,55,Saint Mary's (CA) 13-4
2026-05-21,UC San Diego,Cal Poly,Neutral,40.0%,60.0%,Cal Poly -1.5,7.9,85,60,Cal Poly 1-0
2026-05-21,Missouri St.,Kennesaw St.,Neutral,64.7%,35.3%,Missouri St. -2.13,7.9,36,88,Missouri St. 6-4
2026-05-21,Samford,Western Caro.,Neutral,47.3%,52.7%,Western Caro. -0.25,7.9,90,87,Samford 9-5
2026-05-21,Sacramento St.,Tarleton St.,Neutral,46.9%,53.1%,Tarleton St. -0.57,7.8,112,58,Tarleton St. 9-0
2026-05-21,Xavier,UConn,Neutral,47.1%,52.9%,UConn -0.26,7.7,89,100,Xavier 5-1
2026-05-21,Creighton,UConn,Neutral,48.8%,51.2%,UConn -0.13,7.7,96,100,Creighton 7-4
2026-05-21,Cal St. Fullerton,UC Santa Barbara,Neutral,31.4%,68.6%,UC Santa Barbara -2.88,7.5,107,32,UC Santa Barbara 7-4
