Date,Away Team,Home Team,Location,Away Win %,Home Win %,PEAR,GQI,Away Net,Home Net,Final Score
2026-05-16,Georgia,Auburn,Home,51.4%,48.6%,Georgia -0.4,9.9,4,5,Auburn 14-4
2026-05-16,Mississippi St.,Texas A&M,Away,42.9%,57.1%,Texas A&M -0.93,9.6,8,7,Texas A&M 7-6
2026-05-16,Ole Miss,Alabama,Home,45.1%,54.9%,Alabama -0.69,9.5,18,11,Alabama 6-2
2026-05-16,Tennessee,Oklahoma,Home,48.0%,52.0%,Oklahoma -0.06,9.4,23,20,Oklahoma 12-9
2026-05-16,Southern California,Oregon,Home,43.4%,56.6%,Oregon -0.94,9.3,17,19,Oregon 6-5
2026-05-16,Arkansas,Kentucky,Away,55.6%,44.4%,Arkansas -1.11,9.2,16,29,Arkansas 16-12
2026-05-16,Coastal Carolina,Louisiana,Away,50.9%,49.1%,Coastal Carolina -0.0,9.1,37,41,Louisiana 3-2
2026-05-16,Miami (FL),Florida St.,Home,40.9%,59.1%,Florida St. -1.23,9.1,28,14,Miami (FL) 7-4
2026-05-16,Florida,LSU,Away,56.1%,43.9%,Florida -1.15,9.0,9,45,Florida 15-11
2026-05-16,Notre Dame,Pittsburgh,Away,45.4%,54.6%,Pittsburgh -0.52,8.9,44,38,Notre Dame 21-10
2026-05-16,Clemson,Virginia Tech,Away,54.3%,45.7%,Clemson -0.4,8.8,47,40,Clemson 10-8
2026-05-16,North Carolina,NC State,Home,63.9%,36.1%,North Carolina -2.23,8.8,6,43,NC State 7-2
2026-05-16,Kansas St.,UCF,Away,40.4%,59.6%,UCF -1.33,8.8,42,31,UCF 6-5
2026-05-16,TCU,West Virginia,Away,32.3%,67.7%,West Virginia -2.54,8.8,30,10,West Virginia 6-4
2026-05-16,Virginia,Louisville,Home,52.5%,47.5%,Virginia -0.37,8.7,33,62,Louisville 10-5
2026-05-16,Jacksonville St.,DBU,Home,52.1%,47.9%,Jacksonville St. -0.62,8.7,26,72,Jacksonville St. 13-4
2026-05-16,Purdue,Iowa,Neutral,50.2%,49.8%,Purdue -0.04,8.7,54,63,Iowa 15-9
2026-05-16,Baylor,Utah,Away,48.9%,51.1%,Utah -0.03,8.5,53,69,Baylor 11-10
2026-05-16,Nebraska,Minnesota,Home,58.9%,41.1%,Nebraska -1.61,8.5,13,71,Nebraska 14-11
2026-05-16,Kansas,BYU,Home,67.2%,32.8%,Kansas -2.74,8.4,12,59,BYU 5-4
2026-05-16,Arkansas St.,South Alabama,Away,49.0%,51.0%,South Alabama -0.34,8.3,82,65,South Alabama 6-2
2026-05-16,Stanford,California,Home,39.5%,60.5%,California -1.32,8.3,61,51,California 2-1
2026-05-16,Georgia Tech,Boston College,Home,79.3%,20.7%,Georgia Tech -4.82,8.3,2,35,Georgia Tech 15-2
2026-05-16,Missouri St.,Kennesaw St.,Home,58.7%,41.3%,Missouri St. -1.33,8.1,36,88,Kennesaw St. 12-6
2026-05-16,Wake Forest,Duke,Home,68.6%,31.4%,Wake Forest -2.85,8.0,22,78,Duke 7-3
2026-05-16,Arizona St.,Houston,Away,63.5%,36.5%,Arizona St. -2.1,8.0,27,86,Arizona St. 8-3
2026-05-16,Ohio St.,Michigan,Home,37.3%,62.7%,Michigan -1.69,8.0,73,50,Ohio St. 8-1
2026-05-16,Tarleton St.,Sacramento St.,Home,46.7%,53.3%,Sacramento St. -0.23,7.8,58,112,Sacramento St. 8-4
2026-05-16,Illinois,Indiana,Away,49.4%,50.6%,Indiana -0.05,7.8,92,97,Indiana 11-2
2026-05-16,Creighton,Xavier,Away,45.3%,54.7%,Xavier -0.67,7.7,96,89,Xavier 5-3
2026-05-16,UAB,UTSA,Away,28.1%,71.9%,UTSA -3.17,7.7,70,48,UAB 23-11
2026-05-16,Mercer,ETSU,Home,54.9%,45.1%,Mercer -1.06,7.6,46,124,Mercer 11-6
2026-05-16,East Carolina,Fla. Atlantic,Away,60.9%,39.1%,East Carolina -1.76,7.6,49,106,East Carolina 13-2
2026-05-16,Campbell,UNCW,Away,53.0%,47.0%,Campbell -0.76,7.5,57,133,Campbell 12-4
