Date,Away Team,Home Team,Location,Away Win %,Home Win %,PEAR,GQI,Away Net,Home Net,Final Score
2026-05-01,Mississippi St.,Texas,Away,47.8%,52.2%,Texas -0.26,9.8,5,3,Texas 3-1
2026-05-01,Ole Miss,Arkansas,Home,48.0%,52.0%,Arkansas -0.23,9.5,15,25,Arkansas 12-2
2026-05-01,Florida,Oklahoma,Away,41.8%,58.2%,Oklahoma -1.04,9.3,18,12,Oklahoma 4-3
2026-05-01,Jacksonville St.,Missouri St.,Away,49.8%,50.2%,Jacksonville St. -0.28,9.2,30,37,Missouri St. 10-2
2026-05-01,Tennessee,Kentucky,Home,53.0%,47.0%,Tennessee -0.46,9.2,34,29,Kentucky 9-2
2026-05-01,Arizona St.,UCF,Away,53.3%,46.7%,Arizona St. -0.49,9.2,23,36,Arizona St. 9-4
2026-05-01,TCU,Oklahoma St.,Home,42.3%,57.7%,Oklahoma St. -0.95,9.0,32,31,Oklahoma St. 7-6
2026-05-01,Miami (FL),NC State,Away,44.0%,56.0%,NC State -0.78,9.0,24,38,NC State 13-6
2026-05-01,Miami (FL),NC State,Away,44.0%,56.0%,NC State -0.78,9.0,24,38,Miami (FL) 12-9
2026-05-01,Vanderbilt,Alabama,Home,39.5%,60.5%,Alabama -1.59,8.8,48,11,Alabama 5-0
2026-05-01,Virginia Tech,California,Home,49.1%,50.9%,Virginia Tech -0.16,8.8,40,62,Virginia Tech 9-1
2026-05-01,Boston College,Clemson,Away,39.3%,60.7%,Clemson -1.15,8.7,26,47,Boston College 8-4
2026-05-01,Kansas St.,West Virginia,Away,35.5%,64.5%,West Virginia -2.16,8.7,43,17,West Virginia 7-0
2026-05-01,Utah,BYU,Home,46.0%,54.0%,BYU -0.42,8.5,54,61,Utah 8-1
2026-05-01,South Alabama,Texas St.,Away,41.1%,58.9%,Texas St. -0.92,8.2,63,67,South Alabama 6-2
2026-05-01,Stanford,Notre Dame,Home,39.9%,60.1%,Notre Dame -1.32,8.2,65,53,Notre Dame 6-2
2026-05-01,Louisville,Wake Forest,Away,31.5%,68.5%,Wake Forest -2.71,8.1,66,22,Wake Forest 6-5
2026-05-01,Cal Poly,UC Irvine,Away,48.4%,51.6%,UC Irvine -0.13,8.1,74,88,UC Irvine 11-4
2026-05-01,Michigan,Maryland,Home,55.1%,44.9%,Michigan -1.02,8.0,41,100,Michigan 2-1
2026-05-01,Nebraska,Ohio St.,Away,66.5%,33.5%,Nebraska -2.58,8.0,13,84,Ohio St. 2-1
2026-05-01,ETSU,UConn,Away,42.9%,57.1%,UConn -0.79,7.8,83,89,ETSU 14-7
2026-05-01,Tarleton St.,Utah Tech,Away,51.8%,48.2%,Tarleton St. -0.5,7.7,64,117,Tarleton St. 9-6
2026-05-01,Louisiana Tech,DBU,Home,36.8%,63.2%,DBU -1.72,7.7,80,71,DBU 4-1
2026-05-01,Mercer,Samford,Away,56.3%,43.7%,Mercer -1.05,7.7,57,111,Mercer 6-3
2026-05-01,Western Caro.,Wofford,Away,44.4%,55.6%,Wofford -0.55,7.5,77,116,Wofford 6-1
2026-05-01,Illinois,Iowa,Away,35.3%,64.7%,Iowa -2.17,7.5,102,56,Iowa 9-3
2026-05-01,Fla. Atlantic,South Fla.,Away,40.7%,59.3%,South Fla. -1.15,7.4,113,69,Fla. Atlantic 12-9
2026-05-01,Creighton,St. John's (NY),Away,59.1%,40.9%,Creighton -1.03,7.3,91,110,St. John's (NY) 10-3
2026-05-01,Tulane,Charlotte,Home,42.8%,57.2%,Charlotte -0.94,7.2,118,99,Charlotte 10-0
2026-05-01,Southeast Mo. St.,Eastern Ill.,Home,59.5%,40.5%,Southeast Mo. St. -1.2,7.2,79,121,Eastern Ill. 5-3
2026-05-01,Indiana,Northwestern,Away,53.1%,46.9%,Indiana -0.58,7.2,90,132,Indiana 9-2
2026-05-01,Xavier,Georgia Tech,Home,11.0%,89.0%,Georgia Tech -7.22,7.1,95,2,Xavier 8-4
2026-05-01,Missouri,Georgia,Home,15.5%,84.5%,Georgia -5.98,7.1,101,9,Georgia 4-0
2026-05-01,Arkansas St.,Old Dominion,Away,60.1%,39.9%,Arkansas St. -1.43,7.1,68,137,Arkansas St. 6-0
2026-05-01,Arkansas St.,Old Dominion,Away,60.1%,39.9%,Arkansas St. -1.43,7.1,68,137,Old Dominion 8-0
2026-05-01,Nevada,San Diego St.,Away,35.8%,64.2%,San Diego St. -2.13,7.1,120,75,San Diego St. 7-3
2026-05-01,UC Davis,Cal St. Fullerton,Home,39.5%,60.5%,Cal St. Fullerton -1.38,7.1,119,97,UC Davis 7-6
2026-05-01,Arizona,Kansas,Away,24.1%,75.9%,Kansas -4.2,7.0,131,7,Kansas 4-2
2026-05-01,Oregon,Washington,Away,74.0%,26.0%,Oregon -3.84,6.9,21,139,Oregon 6-4
2026-05-01,Rutgers,Southern California,Away,19.4%,80.6%,Southern California -4.95,6.8,125,16,Southern California 5-1
2026-05-01,UCLA,Michigan St.,Home,86.2%,13.8%,UCLA -6.49,6.8,1,123,UCLA 4-1
2026-05-01,CSUN,Oregon St.,Away,16.8%,83.2%,Oregon St. -5.62,6.7,130,10,CSUN 8-6
2026-05-01,Abilene Christian,Sacramento St.,Away,44.2%,55.8%,Sacramento St. -0.81,6.6,140,134,Abilene Christian 7-2
2026-05-01,East Carolina,Memphis,Away,71.6%,28.4%,East Carolina -3.29,6.6,44,152,East Carolina 12-0
2026-05-01,Sam Houston,Kennesaw St.,Home,34.8%,65.3%,Kennesaw St. -2.23,6.5,147,87,Kennesaw St. 6-5
2026-05-01,Air Force,New Mexico,Away,43.2%,56.8%,New Mexico -0.84,6.5,129,148,New Mexico 9-7
2026-05-01,Murray St.,Purdue,Away,27.9%,72.1%,Purdue -3.3,6.5,151,55,Purdue 7-5
2026-05-01,Jacksonville,North Florida,Away,41.1%,58.9%,North Florida -0.96,6.4,124,153,North Florida 5-4
2026-05-01,Grand Canyon,San Jose St.,Away,47.4%,52.6%,San Jose St. -0.28,6.3,161,159,San Jose St. 8-3
2026-05-01,San Diego,Portland,Home,39.4%,60.6%,Portland -1.48,6.3,167,108,San Diego 8-4
2026-05-01,Miami (OH),Western Mich.,Away,64.1%,35.9%,Miami (OH) -2.27,6.3,73,173,Miami (OH) 11-9
2026-05-01,UC San Diego,Long Beach St.,Home,53.7%,46.3%,UC San Diego -0.68,6.2,93,202,Long Beach St. 3-1
2026-05-01,Western Ky.,Middle Tenn.,Home,62.6%,37.4%,Western Ky. -1.89,6.2,103,171,Middle Tenn. 7-1
2026-05-01,Santa Clara,Gonzaga,Home,30.1%,69.9%,Gonzaga -3.19,6.1,186,45,Santa Clara 5-3
2026-05-01,Marshall,James Madison,Home,54.9%,45.1%,Marshall -0.71,6.1,158,166,James Madison 4-3
2026-05-01,Col. of Charleston,UNCW,Away,30.4%,69.6%,UNCW -2.7,6.1,155,106,Col. of Charleston 6-2
2026-05-01,FGCU,Stetson,Away,59.3%,40.7%,FGCU -1.43,6.0,112,184,FGCU 8-1
2026-05-01,VMI,UNC Greensboro,Home,50.2%,49.8%,UNC Greensboro -0.08,6.0,169,177,UNC Greensboro 7-6
2026-05-01,UC Santa Barbara,CSU Bakersfield,Home,75.6%,24.4%,UC Santa Barbara -4.13,6.0,33,187,UC Santa Barbara 18-1
2026-05-01,Central Ark.,Austin Peay,Home,37.0%,63.0%,Austin Peay -1.73,5.9,154,162,Austin Peay 5-2
2026-05-01,Longwood,High Point,Home,22.8%,77.2%,High Point -4.17,5.9,170,72,Longwood 6-5
2026-05-01,Lindenwood,SIUE,Away,39.5%,60.5%,SIUE -1.41,5.8,178,149,SIUE 4-0
2026-05-01,Coastal Carolina,Ga. Southern,Away,79.1%,20.9%,Coastal Carolina -4.85,5.7,20,207,Coastal Carolina 8-7
2026-05-01,Northeastern,Monmouth,Home,66.3%,33.7%,Northeastern -2.43,5.6,138,182,Northeastern 13-10
2026-05-01,Morehead St.,Little Rock,Home,28.7%,71.3%,Little Rock -2.98,5.6,168,133,Morehead St. 1-0
2026-05-01,NIU,Central Mich.,Home,61.2%,38.8%,NIU -1.86,5.4,105,228,NIU 12-1
2026-05-01,San Francisco,Pepperdine,Home,49.0%,51.0%,Pepperdine -0.19,5.4,204,194,San Francisco 10-4
