Date,Away Team,Home Team,Location,Away Win %,Home Win %,PEAR,GQI,Away Net,Home Net,Final Score
2026-04-28,Ole Miss,Mississippi St.,Neutral,41.1%,58.9%,Mississippi St. -1.35,9.4,16,5,Mississippi St. 7-3
2026-04-28,Coastal Carolina,North Carolina,Away,32.7%,67.3%,North Carolina -2.49,9.0,22,7,Coastal Carolina 12-2
2026-04-28,Kansas St.,Nebraska,Away,40.5%,59.5%,Nebraska -1.53,8.9,48,10,Nebraska 7-6
2026-04-28,UCLA,UC Santa Barbara,Home,74.1%,25.9%,UCLA -3.86,8.6,1,32,UCLA 15-3
2026-04-28,East Carolina,NC State,Away,36.0%,64.0%,NC State -1.76,8.5,43,45,NC State 12-2
2026-04-28,High Point,Campbell,Home,44.0%,56.0%,Campbell -0.96,8.3,73,52,Campbell 5-4
2026-04-28,Gonzaga,Oregon,Away,22.6%,77.4%,Oregon -4.13,8.1,44,19,Oregon 4-3
2026-04-28,California,Saint Mary's (CA),Away,45.6%,54.4%,Saint Mary's (CA) -0.44,8.0,64,92,California 6-5
2026-04-28,Oklahoma St.,Oral Roberts,Away,60.8%,39.2%,Oklahoma St. -1.75,8.0,34,87,Oral Roberts 11-6
2026-04-28,Southern California,UC Irvine,Away,65.2%,34.8%,Southern California -2.28,7.9,13,98,UC Irvine 4-1
2026-04-28,Texas Tech,Oklahoma,Neutral,28.1%,71.9%,Oklahoma -3.45,7.8,86,12,Texas Tech 0-0
2026-04-28,Cal St. Fullerton,San Diego St.,Away,42.5%,57.5%,San Diego St. -1.03,7.7,99,74,San Diego St. 5-3
2026-04-28,Jacksonville St.,Samford,Away,61.8%,38.2%,Jacksonville St. -1.81,7.7,26,109,Jacksonville St. 0-0
2026-04-28,Tarleton St.,Texas A&M,Away,14.2%,85.8%,Texas A&M -6.16,7.7,62,4,Texas A&M 9-7
2026-04-28,Kansas,Wichita St.,Away,70.5%,29.5%,Kansas -3.37,7.6,6,106,Kansas 14-1
2026-04-28,Xavier,Miami (OH),Home,37.5%,62.5%,Miami (OH) -1.68,7.5,100,69,Xavier 10-7
2026-04-28,Lamar University,Rice,Away,47.4%,52.6%,Rice -0.35,7.5,121,75,Rice 6-5
2026-04-28,Troy,Georgia,Home,19.1%,80.9%,Georgia -5.08,7.5,85,8,Georgia 11-1
2026-04-28,Missouri,Southeast Mo. St.,Away,39.6%,60.4%,Southeast Mo. St. -1.46,7.5,108,66,Missouri 0-0
2026-04-28,App State,Wake Forest,Neutral,25.1%,74.9%,Wake Forest -3.81,7.5,91,27,Wake Forest 3-2
2026-04-28,Southern Miss.,Tulane,Away,65.8%,34.2%,Southern Miss. -2.39,7.4,21,122,Tulane 7-6
2026-04-28,UConn,Rutgers,Home,51.7%,48.3%,UConn -0.41,7.4,83,129,UConn 5-4
2026-04-28,Indiana,Louisville,Away,31.6%,68.4%,Louisville -2.64,7.4,89,72,Indiana 10-6
