Date,Away Team,Home Team,Location,Away Win %,Home Win %,PEAR,GQI,Away Net,Home Net,Final Score
2026-03-24,Oregon St.,Southern California,Away,44.9%,55.1%,Southern California -0.4,9.7,6,4,Oregon St. 12-4
2026-03-24,Florida St.,Florida,Neutral,57.3%,42.7%,Florida St. -0.83,9.5,7,11,Florida 5-0
2026-03-24,Nebraska,Kansas St.,Home,45.4%,54.6%,Kansas St. -0.32,9.3,16,29,Nebraska 14-9
2026-03-24,Southern Miss.,Mississippi St.,Home,33.0%,67.0%,Mississippi St. -2.11,9.2,9,5,Mississippi St. 12-0
2026-03-24,Coastal Carolina,Clemson,Home,47.4%,52.6%,Clemson -0.03,9.1,27,40,Coastal Carolina 11-9
2026-03-24,Pittsburgh,Kent St.,Home,54.4%,45.6%,Pittsburgh -0.45,9.0,38,36,Pittsburgh 13-4
2026-03-24,Oklahoma St.,Missouri St.,Home,55.6%,44.4%,Oklahoma St. -0.58,8.8,53,33,Missouri St. 16-2
2026-03-24,Virginia Tech,ETSU,Home,48.2%,51.8%,ETSU -0.2,8.5,48,75,ETSU 9-4
2026-03-24,Illinois,Missouri,Neutral,50.4%,49.6%,Missouri -0.02,8.3,79,65,Missouri 5-1
2026-03-24,TCU,DBU,Home,54.6%,45.4%,TCU -0.77,8.3,41,85,TCU 11-5
2026-03-24,Jacksonville St.,UAB,Away,64.9%,35.1%,Jacksonville St. -1.9,8.3,34,60,UAB 16-11
2026-03-24,East Carolina,Duke,Home,46.7%,53.3%,Duke -0.3,8.3,61,72,Duke 9-8
2026-03-24,South Fla.,FGCU,Home,65.8%,34.2%,South Fla. -2.01,8.0,26,83,South Fla. 7-3
2026-03-24,Louisville,Western Ky.,Away,60.0%,40.0%,Louisville -1.35,8.0,49,80,Western Ky. 10-5
2026-03-24,South Alabama,Auburn,Neutral,18.0%,82.0%,Auburn -4.53,7.8,63,2,Auburn 10-0
2026-03-24,Texas,Houston,Home,80.4%,19.6%,Texas -4.27,7.8,3,70,Houston 9-7
2026-03-24,BYU,Utah,Away,40.9%,59.1%,Utah -1.02,7.7,93,67,BYU 6-5
2026-03-24,Campbell,NC State,Away,24.9%,75.1%,NC State -3.14,7.6,69,45,Campbell 7-2
2026-03-24,Tarleton St.,Lamar University,Home,43.9%,56.1%,Lamar University -0.67,7.6,78,102,Lamar University 5-3
2026-03-24,Fla. Atlantic,Miami (FL),Away,23.9%,76.1%,Miami (FL) -3.41,7.5,86,31,Miami (FL) 10-6
2026-03-24,Kennesaw St.,Georgia,Home,16.2%,83.8%,Georgia -4.65,7.4,74,24,Kennesaw St. 10-7
2026-03-24,UTRGV,Texas St.,Home,37.1%,62.9%,Texas St. -1.39,7.4,112,57,Texas St. 8-7
2026-03-24,UCF,Stetson,Home,64.7%,35.3%,UCF -1.88,7.3,32,126,Stetson 8-4
2026-03-24,South Carolina,North Carolina,Neutral,19.3%,80.7%,North Carolina -4.28,7.3,99,10,North Carolina 9-1
2026-03-24,Southeastern La.,Louisiana,Home,31.6%,68.4%,Louisiana -2.24,7.2,129,30,Louisiana 9-3
2026-03-24,Maryland,Virginia,Neutral,18.1%,81.9%,Virginia -4.44,7.2,96,13,Virginia 16-6
2026-03-24,Boston College,Northeastern,Away,62.6%,37.4%,Boston College -1.59,7.2,39,139,Boston College 3-2
2026-03-24,Iowa,Illinois St.,Home,66.6%,33.4%,Iowa -1.98,7.2,71,109,Iowa 11-0
2026-03-24,Louisiana Tech,LSU,Home,22.9%,77.1%,LSU -3.54,7.2,94,46,LSU 15-5
2026-03-24,UC Santa Barbara,Saint Mary's (CA),Home,68.5%,31.4%,UC Santa Barbara -2.25,7.1,37,127,Saint Mary's (CA) 10-4
2026-03-24,Oregon,UC San Diego,Away,82.5%,17.5%,Oregon -4.53,7.1,18,98,Oregon 6-0
2026-03-24,USC Upstate,Tennessee,Home,17.7%,82.3%,Tennessee -4.48,6.8,118,25,Tennessee 4-2
2026-03-24,High Point,App State,Home,56.7%,43.3%,High Point -1.05,6.8,89,153,High Point 3-2
2026-03-24,New Mexico,Texas Tech,Away,26.2%,73.8%,Texas Tech -3.08,6.7,136,50,Texas Tech 12-2
2026-03-24,Ohio St.,Wright St.,Away,36.6%,63.4%,Wright St. -1.74,6.7,135,101,Wright St. 10-8
2026-03-24,Murray St.,Kentucky,Home,16.7%,83.3%,Kentucky -4.7,6.6,131,15,Kentucky 14-4
2026-03-24,UC Irvine,San Diego St.,Home,62.9%,37.1%,UC Irvine -1.5,6.6,130,125,San Diego St. 8-4
2026-03-24,West Virginia,Marshall,Home,81.7%,18.3%,West Virginia -4.32,6.6,20,133,West Virginia 3-0
2026-03-24,Cincinnati,Xavier,Away,74.8%,25.2%,Cincinnati -3.28,6.6,35,143,Xavier 4-3
2026-03-24,Cal St. Fullerton,San Diego,Away,54.4%,45.6%,Cal St. Fullerton -0.54,6.6,128,152,Cal St. Fullerton 11-6
2026-03-24,NIU,Eastern Ill.,Home,45.0%,55.0%,Eastern Ill. -0.55,6.5,113,166,NIU 5-4
2026-03-24,UNC Greensboro,Liberty,Home,29.7%,70.3%,Liberty -2.51,6.5,150,64,UNC Greensboro 7-6
2026-03-24,Longwood,George Mason,Home,45.7%,54.3%,George Mason -0.53,6.3,121,173,George Mason 14-4
2026-03-24,Austin Peay,Alabama,Neutral,14.2%,85.8%,Alabama -5.21,6.3,146,22,Alabama 6-2
2026-03-24,Indiana St.,Indiana,Home,30.4%,69.6%,Indiana -2.46,6.3,157,84,Indiana St. 5-4
2026-03-24,Northwestern St.,ULM,Away,58.5%,41.5%,Northwestern St. -1.13,6.3,117,168,Northwestern St. 5-0
2026-03-24,Samford,Troy,Away,31.9%,68.0%,Troy -2.05,6.2,151,107,Samford 7-2
2026-03-24,Ball St.,Southern Ind.,Away,55.5%,44.5%,Ball St. -0.63,6.2,163,147,Southern Ind. 13-3
2026-03-24,San Jose St.,Santa Clara,Away,43.6%,56.4%,Santa Clara -0.46,6.1,160,164,San Jose St. 18-6
2026-03-24,San Francisco,Nevada,Home,30.6%,69.4%,Nevada -2.44,6.0,179,76,Nevada 14-9
2026-03-24,Bethune-Cookman,Jacksonville,Away,38.5%,61.5%,Jacksonville -0.95,6.0,120,176,Jacksonville 4-3
2026-03-24,Miami (OH),Dayton,Home,61.7%,38.3%,Miami (OH) -1.54,5.9,114,186,Miami (OH) 14-4
2026-03-24,Houston Christian,Texas A&M,Away,8.9%,91.1%,Texas A&M -6.57,5.9,162,14,Texas A&M 5-1
