Date,Away Team,Home Team,Location,Away Win %,Home Win %,PEAR,GQI,Away Net,Home Net,Final Score
2026-04-15,South Fla.,Miami (FL),Home,30.3%,69.7%,Miami (FL) -2.44,8.4,46,20,South Fla. 4-2
2026-04-15,Missouri,Missouri St.,Away,35.6%,64.4%,Missouri St. -1.89,8.1,77,33,Missouri 0-0
2026-04-15,UConn,Boston College,Home,30.1%,69.9%,Boston College -2.65,7.4,111,29,Boston College 8-5
2026-04-15,Marshall,Ohio St.,Away,49.1%,50.9%,Ohio St. -0.02,7.2,137,93,Marshall 11-7
2026-04-15,Washington St.,Utah Tech,Home,44.6%,55.4%,Utah Tech -0.44,7.2,88,126,Utah Tech 18-8
2026-04-15,Rutgers,Saint Joseph's,Away,60.9%,39.1%,Rutgers -1.09,7.0,120,103,Rutgers 11-1
2026-04-15,Sam Houston,Rice,Home,28.9%,71.0%,Rice -2.8,6.2,170,60,Rice 5-3
2026-04-15,San Jose St.,California,Home,27.2%,72.8%,California -2.92,6.2,167,57,San Jose St. 10-7
2026-04-15,UIW,Texas Tech,Home,20.6%,79.4%,Texas Tech -3.79,6.1,153,66,UIW 13-8
2026-04-15,Santa Clara,Stanford,Away,34.0%,66.0%,Stanford -2.15,6.0,183,83,Santa Clara 2-1
2026-04-15,Michigan St.,Western Mich.,Neutral,59.9%,40.1%,Michigan St. -1.25,5.8,142,179,Michigan St. 0-0
2026-04-15,Richmond,Old Dominion,Home,40.7%,59.3%,Old Dominion -1.12,5.7,187,151,Old Dominion 10-9
2026-04-15,Wright St.,Dayton,Neutral,66.6%,33.4%,Wright St. -1.91,5.7,123,182,Dayton 9-5
2026-04-15,Evansville,Indiana,Away,22.7%,77.3%,Indiana -3.53,5.7,174,89,Indiana 8-6
2026-04-15,Penn,Monmouth,Home,44.2%,55.8%,Monmouth -0.81,5.6,199,158,Monmouth 5-3
2026-04-15,San Diego St.,Long Beach St.,Home,62.6%,37.4%,San Diego St. -1.6,5.5,108,217,San Diego St. 7-5
2026-04-15,Southern Ind.,Ball St.,Home,36.5%,63.5%,Ball St. -1.56,5.1,201,180,Southern Ind. 0-0
2026-04-15,Penn St.,West Virginia,Neutral,9.5%,90.5%,West Virginia -6.49,5.0,225,17,West Virginia 3-1
2026-04-15,Rider,Princeton,Home,61.6%,38.4%,Rider -1.58,4.9,169,224,Princeton 10-9
2026-04-15,Quinnipiac,Yale,Away,31.7%,68.3%,Yale -2.33,4.3,255,157,Yale 6-5
2026-04-15,FDU,Hofstra,Away,29.1%,70.9%,Hofstra -2.49,4.3,211,214,FDU 0-0
2026-04-15,FDU,Fordham,Away,32.0%,68.0%,Fordham -2.04,4.2,211,234,FDU 12-10
2026-04-15,Eastern Mich.,Michigan,Away,10.8%,89.2%,Michigan -6.2,4.1,268,47,Eastern Mich. 0-0
2026-04-15,Akron,Pittsburgh,Away,8.9%,91.1%,Pittsburgh -6.7,4.1,260,52,Pittsburgh 13-2
2026-04-15,Saint Louis,SIUE,Home,29.6%,70.4%,SIUE -2.63,4.1,259,155,SIUE 15-5
2026-04-15,Merrimack,Rhode Island,Away,25.7%,74.3%,Rhode Island -3.12,3.2,270,227,Merrimack 5-2
2026-04-15,Bowling Green,Canisius,Away,73.8%,26.2%,Bowling Green -2.99,3.2,204,286,Bowling Green 9-3
2026-04-15,Western Ill.,Bradley,Home,55.2%,44.8%,Western Ill. -0.62,3.1,294,293,Western Ill. 10-4
2026-04-15,Youngstown St.,Central Mich.,Home,25.7%,74.3%,Central Mich. -3.18,3.0,292,212,Central Mich. 12-2
2026-04-15,Siena,Dartmouth,Home,35.0%,65.0%,Dartmouth -1.72,2.9,284,285,Dartmouth 5-3
2026-04-15,Alcorn,SFA,Away,1.6%,98.4%,SFA -11.35,2.3,306,161,SFA 16-8
2026-04-15,Lafayette,Saint Peter's,Away,80.4%,19.6%,Lafayette -3.97,1.9,291,307,Saint Peter's 15-5
