Date,Away Team,Home Team,Location,Away Win %,Home Win %,PEAR,GQI,Away Net,Home Net,Final Score
2026-02-14,UC Santa Barbara,Southern Miss.,Home,34.6%,65.4%,Southern Miss. -1.97,9.2,11,1,Southern Miss. 8-6
2026-02-14,Oklahoma St.,Oklahoma,Neutral,29.3%,70.7%,Oklahoma -2.46,8.9,19,5,Oklahoma 10-1
2026-02-14,Missouri St.,Louisiana,Home,36.0%,64.0%,Louisiana -1.71,8.8,39,15,Missouri St. 13-12
2026-02-14,San Diego,Charlotte,Home,57.3%,42.7%,San Diego -0.74,8.6,27,63,Charlotte 13-0
2026-02-14,San Diego,Charlotte,Home,57.3%,42.7%,San Diego -0.74,8.6,27,63,San Diego 14-4
2026-02-14,Cincinnati,Jacksonville St.,Away,52.9%,47.1%,Cincinnati -0.26,8.5,38,76,Cincinnati 6-5
2026-02-14,Troy,Mercer,Home,41.5%,58.5%,Mercer -0.97,8.4,67,32,Troy 19-3
2026-02-14,Troy,Mercer,Home,41.5%,58.5%,Mercer -0.97,8.4,67,32,Mercer 17-5
2026-02-14,Michigan,Stanford,Neutral,50.6%,49.4%,Michigan -0.18,8.3,24,100,Michigan 7-6
2026-02-14,Liberty,The Citadel,Away,57.1%,42.9%,Liberty -0.71,8.1,46,83,The Citadel 4-3
2026-02-14,UAB,Florida,Home,13.8%,86.2%,Florida -5.42,7.9,40,13,Florida 6-1
2026-02-14,UAB,Florida,Home,13.8%,86.2%,Florida -5.42,7.9,40,13,Florida 11-0
2026-02-14,Arkansas,TCU,Neutral,78.8%,21.2%,Arkansas -3.61,7.9,17,60,TCU 5-4
2026-02-14,Notre Dame,Fla. Atlantic,Home,56.2%,43.8%,Notre Dame -0.87,7.6,68,108,Notre Dame 14-1
2026-02-14,USC Upstate,South Alabama,Home,40.8%,59.2%,South Alabama -0.89,7.6,96,85,USC Upstate 10-7
2026-02-14,Nevada,Ole Miss,Away,16.7%,83.3%,Ole Miss -4.66,7.5,77,2,Ole Miss 5-1
2026-02-14,Texas Tech,Vanderbilt,Neutral,32.5%,67.5%,Vanderbilt -2.2,7.5,87,66,Vanderbilt 13-3
2026-02-14,Kansas,UTRGV,Away,68.5%,31.4%,Kansas -2.23,7.4,34,107,Kansas 10-3
2026-02-14,UConn,Kansas St.,Neutral,33.4%,66.6%,Kansas St. -1.89,7.4,122,21,Kansas St. 7-3
2026-02-14,Michigan St.,Louisville,Home,38.5%,61.5%,Louisville -1.71,7.4,59,112,Michigan St. 13-4
2026-02-14,Santa Clara,California,Home,37.3%,62.7%,California -1.69,7.4,121,42,California 4-3
2026-02-14,Santa Clara,California,Home,37.3%,62.7%,California -1.69,7.4,121,42,California 5-4
2026-02-14,Indiana,North Carolina,Away,17.3%,82.7%,North Carolina -4.5,7.3,90,7,North Carolina 4-3
2026-02-14,Indiana,North Carolina,Away,17.3%,82.7%,North Carolina -4.5,7.3,90,7,North Carolina 12-2
2026-02-14,Houston,Boston College,Neutral,53.5%,46.5%,Houston -0.57,7.3,43,153,Houston 5-1
2026-02-14,BYU,Western Ky.,Away,44.0%,56.0%,Western Ky. -0.75,7.3,111,110,Western Ky. 4-2
2026-02-14,Cal St. Fullerton,California Baptist,Away,28.5%,71.5%,California Baptist -2.42,7.2,102,54,California Baptist 7-6
2026-02-14,Cal St. Fullerton,California Baptist,Away,28.5%,71.5%,California Baptist -2.42,7.2,102,54,California Baptist 5-4
2026-02-14,Utah,Fresno St.,Home,51.0%,49.0%,Utah -0.19,7.1,47,168,Utah 5-4
2026-02-14,Omaha,Arizona St.,Home,17.0%,83.0%,Arizona St. -4.74,7.1,106,4,Arizona St. 11-5
2026-02-14,UC San Diego,UCLA,Away,16.3%,83.7%,UCLA -4.88,7.1,94,29,UCLA 7-2
2026-02-14,UC Davis,Texas,Home,8.9%,91.1%,Texas -6.78,7.0,89,3,Texas 6-4
2026-02-14,Maryland,UNCW,Away,46.9%,53.1%,UNCW -0.48,6.8,104,152,UNCW 8-4
2026-02-14,Army West Point,Clemson,Away,6.5%,93.5%,Clemson -7.6,6.8,99,9,Clemson 7-0
2026-02-14,Army West Point,Clemson,Away,6.5%,93.5%,Clemson -7.6,6.8,99,9,Clemson 10-0
2026-02-14,Maryland,UNCW,Away,46.9%,53.1%,UNCW -0.48,6.8,104,152,Maryland 5-1
2026-02-14,Austin Peay,UNLV,Away,33.4%,66.6%,UNLV -1.77,6.7,125,98,Austin Peay 5-3
2026-02-14,Austin Peay,UNLV,Away,33.4%,66.6%,UNLV -1.77,6.7,125,98,UNLV 9-8
2026-02-14,Illinois,South Fla.,Away,33.4%,66.6%,South Fla. -1.97,6.7,134,81,Illinois 4-2
2026-02-14,Gonzaga,Hawaii,Away,32.0%,68.0%,Hawaii -2.28,6.7,155,37,Hawaii 5-3
2026-02-14,Rutgers,Col. of Charleston,Home,66.0%,34.0%,Rutgers -1.8,6.6,51,161,Rutgers 13-2
2026-02-14,Rutgers,Col. of Charleston,Home,66.0%,34.0%,Rutgers -1.8,6.6,51,161,Rutgers 5-2
2026-02-14,Indiana St.,NC State,Neutral,15.6%,84.4%,NC State -5.03,6.5,124,35,NC State 10-4
2026-02-14,Tennessee Tech,Texas A&M,Away,5.3%,94.7%,Texas A&M -8.01,6.5,113,8,Texas A&M 23-7
2026-02-14,Portland,Purdue,Neutral,37.1%,62.9%,Purdue -1.71,6.5,164,75,Purdue 2-1
2026-02-14,Washington St.,Alabama,Home,11.3%,88.7%,Alabama -5.99,6.4,101,72,Alabama 11-1
2026-02-14,Xavier,East Carolina,Home,28.0%,72.0%,East Carolina -2.67,6.4,123,114,East Carolina 12-5
2026-02-14,Xavier,East Carolina,Home,28.0%,72.0%,East Carolina -2.67,6.4,123,114,Xavier 9-3
2026-02-14,Washington St.,Alabama,Home,11.3%,88.7%,Alabama -5.99,6.4,101,72,Alabama 8-1
