Date,Away Team,Home Team,Location,Away Win %,Home Win %,PEAR,GQI,Away Net,Home Net,Final Score
2026-03-13,Florida St.,Wake Forest,Away,49.7%,50.3%,Florida St. -0.11,9.6,11,20,Florida St. 10-0
2026-03-13,Texas A&M,Oklahoma,Home,43.1%,56.9%,Oklahoma -0.75,9.5,14,5,Oklahoma 8-7
2026-03-13,Mississippi St.,Arkansas,Home,53.5%,46.5%,Mississippi St. -0.5,9.4,13,29,Arkansas 5-4
2026-03-13,Alabama,Kentucky,Away,46.3%,53.7%,Kentucky -0.53,9.3,27,24,Kentucky 7-4
2026-03-13,Tennessee,Georgia,Home,49.1%,50.9%,Tennessee -0.01,9.2,18,47,Tennessee 7-4
2026-03-13,Ole Miss,Texas,Away,33.6%,66.4%,Texas -2.14,9.2,10,4,Ole Miss 9-8
2026-03-13,TCU,Arizona St.,Home,41.0%,59.0%,Arizona St. -0.71,9.0,31,22,TCU 5-4
2026-03-13,Georgia Tech,Clemson,Home,61.9%,38.1%,Georgia Tech -1.57,8.9,12,37,Georgia Tech 9-3
2026-03-13,Missouri St.,Liberty,Home,47.0%,53.0%,Liberty -0.36,8.9,41,48,Missouri St. 4-3
2026-03-13,North Carolina,California,Home,64.4%,35.6%,North Carolina -1.9,8.8,15,36,North Carolina 8-1
2026-03-13,Minnesota,Illinois,Home,55.5%,44.5%,Minnesota -0.72,8.6,33,66,Illinois 2-1
2026-03-13,Oklahoma St.,UCF,Away,57.9%,42.1%,Oklahoma St. -0.9,8.6,38,51,UCF 12-11
2026-03-13,Miami (FL),Duke,Home,49.7%,50.3%,Miami (FL) -0.09,8.6,46,70,Duke 4-0
2026-03-13,Kansas St.,Houston,Home,60.7%,39.3%,Kansas St. -1.32,8.5,23,64,Kansas St. 20-8
2026-03-13,West Virginia,Baylor,Home,63.2%,36.8%,West Virginia -1.5,8.5,39,44,Baylor 7-6
2026-03-13,Southern Miss.,Arkansas St.,Home,71.0%,29.0%,Southern Miss. -2.69,8.5,3,45,Arkansas St. 8-5
2026-03-13,South Alabama,Louisiana,Home,32.1%,67.9%,Louisiana -2.07,8.4,53,19,South Alabama 3-2
2026-03-13,Notre Dame,Louisville,Home,58.1%,41.9%,Notre Dame -0.76,8.4,21,74,Notre Dame 14-11
2026-03-13,Purdue,Maryland,Home,56.6%,43.4%,Purdue -0.83,8.3,42,79,Purdue 16-5
2026-03-13,LSU,Vanderbilt,Away,48.4%,51.6%,LSU -0.08,8.3,59,78,Vanderbilt 13-12
2026-03-13,Kansas,Texas Tech,Away,38.6%,61.4%,Texas Tech -1.25,8.1,73,49,Texas Tech 11-4
2026-03-13,Virginia Tech,Virginia,Home,28.5%,71.5%,Virginia -2.69,8.0,67,17,Virginia 11-6
2026-03-13,Boston College,NC State,Away,33.9%,66.1%,NC State -2.03,7.9,72,52,NC State 4-2
2026-03-13,Auburn,Missouri,Away,77.0%,23.0%,Auburn -3.73,7.9,7,65,Auburn 2-0
2026-03-13,Michigan,UCLA,Away,17.3%,82.7%,UCLA -4.7,7.8,61,2,UCLA 10-5
2026-03-13,South Carolina,Florida,Home,25.5%,74.5%,Florida -3.3,7.7,85,8,Florida 1-0
2026-03-13,Saint Mary's (CA),Rice,Neutral,56.1%,43.9%,Saint Mary's (CA) -0.8,7.7,96,81,Rice 6-5
2026-03-13,Arizona,Utah,Away,53.1%,46.9%,Arizona -0.45,7.6,123,62,Arizona 8-6
2026-03-13,High Point,USC Upstate,Away,47.9%,52.1%,USC Upstate -0.2,7.5,105,106,USC Upstate 9-7
2026-03-13,Pittsburgh,Stanford,Away,58.4%,41.6%,Pittsburgh -1.0,7.4,69,116,Stanford 9-7
2026-03-13,Oregon St.,San Diego,Away,78.0%,22.1%,Oregon St. -3.84,7.4,9,97,Oregon St. 7-5
2026-03-13,UC San Diego,CSUN,Home,42.1%,57.9%,CSUN -0.74,7.3,108,101,UC San Diego 17-16
2026-03-13,Utah Tech,Santa Clara,Home,34.4%,65.6%,Santa Clara -1.68,7.3,92,95,Santa Clara 8-1
2026-03-13,UC Irvine,Cal St. Fullerton,Home,58.9%,41.1%,UC Irvine -0.99,7.3,77,119,Cal St. Fullerton 8-3
2026-03-13,Cincinnati,BYU,Home,67.6%,32.4%,Cincinnati -2.29,7.2,26,131,Cincinnati 9-7
2026-03-13,Indiana,Oregon,Away,20.0%,80.0%,Oregon -3.96,7.2,100,16,Oregon 3-2
2026-03-13,UC Santa Barbara,UC Davis,Home,82.0%,18.0%,UC Santa Barbara -4.48,7.0,6,117,UC Santa Barbara 4-0
2026-03-13,Longwood,Gardner-Webb,Home,55.3%,44.7%,Longwood -0.75,7.0,86,147,Longwood 3-1
2026-03-13,Rice,Grand Canyon,Home,50.0%,50.0%,Rice -0.21,6.9,81,171,Rice 16-5
2026-03-13,UTRGV,Nicholls,Home,54.6%,45.4%,UTRGV -0.67,6.9,137,110,UTRGV 2-1
2026-03-13,Nevada,Fresno St.,Home,55.6%,44.4%,Nevada -0.78,6.8,71,164,Nevada 9-4
2026-03-13,Washington St.,San Diego St.,Home,40.1%,59.9%,San Diego St. -1.24,6.8,127,115,San Diego St. 14-4
2026-03-13,Houston Christian,Tarleton St.,Away,39.9%,60.1%,Tarleton St. -1.03,6.7,145,99,Houston Christian 7-6
2026-03-13,McNeese,Lamar University,Home,43.0%,57.0%,Lamar University -0.83,6.7,140,118,McNeese 3-1
2026-03-13,Gonzaga,Indiana St.,Away,48.8%,51.2%,Gonzaga -0.0,6.6,135,156,Gonzaga 7-4
2026-03-13,Southern California,Northwestern,Home,90.6%,9.4%,Southern California -6.53,6.6,1,121,Southern California 15-1
2026-03-13,Creighton,Tulane,Away,44.9%,55.1%,Tulane -0.4,6.5,154,130,Creighton 8-6
2026-03-13,Jacksonville St.,Sam Houston,Away,73.9%,26.1%,Jacksonville St. -3.31,6.5,34,153,Jacksonville St. 3-1
2026-03-13,Kennesaw St.,Middle Tenn.,Away,64.2%,35.8%,Kennesaw St. -1.98,6.4,55,177,Kennesaw St. 6-1
2026-03-13,Coastal Carolina,App State,Home,78.3%,21.7%,Coastal Carolina -4.02,6.4,40,146,Coastal Carolina 10-6
2026-03-13,Columbia,South Fla.,Away,16.8%,83.2%,South Fla. -4.43,6.3,148,30,South Fla. 6-3
2026-03-13,Michigan St.,Rutgers,Away,35.4%,64.6%,Rutgers -1.9,6.2,169,98,Rutgers 9-4
2026-03-13,UT Arlington,UTSA,Away,17.2%,82.8%,UTSA -4.61,6.2,158,25,UT Arlington 15-11
