Date,Away Team,Home Team,Location,Away Win %,Home Win %,PEAR,GQI,Away Net,Home Net,Final Score
2026-05-09,West Virginia,Kansas,Home,47.4%,52.6%,Kansas -0.34,9.7,9,12,West Virginia 5-2
2026-05-09,Texas A&M,Ole Miss,Home,47.7%,52.3%,Ole Miss -0.11,9.6,7,19,Ole Miss 6-5
2026-05-09,Texas,Tennessee,Home,52.4%,47.6%,Texas -0.48,9.6,3,24,Tennessee 14-9
2026-05-09,Texas A&M,Ole Miss,Home,47.7%,52.3%,Ole Miss -0.11,9.6,7,19,Texas A&M 18-5
2026-05-09,Auburn,Mississippi St.,Away,40.9%,59.1%,Mississippi St. -1.06,9.5,6,8,Auburn 13-2
2026-05-09,Oklahoma St.,Arizona St.,Home,44.4%,55.6%,Arizona St. -0.63,9.2,23,28,Oklahoma St. 13-6
2026-05-09,Cincinnati,Kansas St.,Away,48.6%,51.4%,Cincinnati -0.01,9.1,26,47,Cincinnati 5-3
2026-05-09,Oklahoma,Arkansas,Home,37.1%,62.9%,Arkansas -2.0,9.1,20,17,Arkansas 12-8
2026-05-09,UCF,Baylor,Home,49.4%,50.6%,UCF -0.08,8.9,34,57,UCF 19-3
2026-05-09,Florida St.,Clemson,Home,57.6%,42.4%,Florida St. -1.29,8.9,15,49,Clemson 4-3
2026-05-09,Oregon,UCLA,Away,25.2%,74.8%,UCLA -3.75,8.8,18,1,Oregon 9-6
2026-05-09,Kentucky,Florida,Home,30.7%,69.3%,Florida -2.93,8.7,29,10,Kentucky 4-2
2026-05-09,NC State,Stanford,Away,51.3%,48.7%,NC State -0.26,8.7,41,61,NC State 12-7
2026-05-09,Michigan,Minnesota,Away,46.7%,53.3%,Minnesota -0.27,8.5,48,71,Michigan 9-8
2026-05-09,Iowa,Nebraska,Away,30.6%,69.4%,Nebraska -2.92,8.3,60,11,Nebraska 15-11
2026-05-09,Texas St.,Arkansas St.,Home,47.9%,52.1%,Arkansas St. -0.02,8.3,56,84,Texas St. 8-3
2026-05-09,Pittsburgh,North Carolina,Home,21.3%,78.7%,North Carolina -4.6,8.3,39,5,North Carolina 12-2
2026-05-09,California,Virginia,Away,31.1%,68.9%,Virginia -2.53,8.2,51,35,Virginia 2-1
2026-05-09,South Alabama,Troy,Away,41.8%,58.2%,Troy -1.19,8.2,64,66,Troy 10-5
2026-05-09,Louisville,Miami (FL),Away,33.3%,66.7%,Miami (FL) -2.42,8.2,65,27,Miami (FL) 10-8
2026-05-09,BYU,Texas Tech,Away,43.8%,56.2%,Texas Tech -0.72,8.1,62,79,Texas Tech 15-11
2026-05-09,Rice,East Carolina,Home,36.8%,63.2%,East Carolina -1.85,8.1,67,54,Rice 5-3
2026-05-09,Louisiana,App State,Home,53.5%,46.5%,Louisiana -0.85,8.0,38,104,App State 7-2
2026-05-09,LSU,Georgia,Home,21.6%,78.4%,Georgia -4.6,8.0,55,4,Georgia 13-8
2026-05-09,Samford,The Citadel,Away,44.4%,55.6%,The Citadel -0.82,7.9,91,68,Samford 5-4
2026-05-09,Utah,TCU,Home,27.7%,72.3%,TCU -3.37,7.9,69,31,TCU 3-1
2026-05-09,Charlotte,UAB,Away,46.4%,53.6%,UAB -0.42,7.8,100,70,UAB 11-2
2026-05-09,DBU,Western Ky.,Away,51.0%,49.0%,DBU -0.31,7.8,72,108,DBU 5-3
2026-05-09,Louisiana Tech,Liberty,Home,31.4%,68.6%,Liberty -2.68,7.8,80,33,Louisiana Tech 9-6
2026-05-09,Cal Poly,Cal St. Fullerton,Away,55.6%,44.4%,Cal Poly -1.06,7.7,59,110,Cal Poly 7-6
2026-05-09,Vanderbilt,Missouri,Home,68.5%,31.5%,Vanderbilt -2.77,7.7,42,88,Vanderbilt 11-8
2026-05-09,Vanderbilt,Missouri,Home,68.5%,31.5%,Vanderbilt -2.77,7.7,42,88,Missouri 8-7
2026-05-09,Indiana,Purdue,Away,36.0%,64.0%,Purdue -2.03,7.6,102,50,Purdue 5-4
2026-05-09,Alabama,South Carolina,Away,69.2%,30.8%,Alabama -3.13,7.6,13,105,Alabama 9-6
2026-05-09,Kennesaw St.,Jacksonville St.,Home,25.7%,74.3%,Jacksonville St. -3.78,7.5,89,25,Jacksonville St. 5-4
2026-05-09,Michigan St.,Ohio St.,Away,37.9%,62.1%,Ohio St. -1.6,7.5,99,73,Michigan St. 7-4
2026-05-09,Western Caro.,Wake Forest,Home,21.3%,78.7%,Wake Forest -4.48,7.5,85,22,Wake Forest 14-2
2026-05-09,Fla. Atlantic,Wichita St.,Away,49.1%,50.9%,Wichita St. -0.1,7.4,114,111,Fla. Atlantic 9-7
2026-05-09,Hawaii,UC Davis,Away,45.6%,54.4%,UC Davis -0.55,7.4,103,109,UC Davis 4-2
2026-05-09,South Fla.,Tulane,Away,51.1%,48.9%,South Fla. -0.28,7.4,74,134,Tulane 9-8
2026-05-09,UTRGV,Tarleton St.,Home,40.2%,59.8%,Tarleton St. -1.55,7.3,127,58,Tarleton St. 10-8
2026-05-09,Maryland,Rutgers,Away,44.0%,56.0%,Rutgers -0.69,7.3,97,116,Rutgers 10-0
2026-05-09,Duke,Georgia Tech,Away,11.9%,88.1%,Georgia Tech -6.94,7.3,83,2,Georgia Tech 15-2
2026-05-09,Washington St.,Air Force,Home,43.7%,56.3%,Air Force -0.72,7.3,82,121,Washington St. 14-4
2026-05-09,Sacramento St.,California Baptist,Home,29.3%,70.7%,California Baptist -2.87,7.2,113,44,Sacramento St. 6-5
2026-05-09,ETSU,Wofford,Away,45.7%,54.3%,Wofford -0.58,7.1,122,120,Wofford 6-5
2026-05-09,Houston,Arizona,Home,40.8%,59.3%,Arizona -1.15,7.1,86,128,Houston 7-5
2026-05-09,UC Santa Barbara,CSUN,Home,69.6%,30.4%,UC Santa Barbara -3.11,7.0,30,139,UC Santa Barbara 5-4
2026-05-09,SIUE,Eastern Ill.,Home,49.8%,50.2%,SIUE -0.0,6.9,140,126,SIUE 16-4
2026-05-09,UTSA,Memphis,Home,72.4%,27.6%,UTSA -3.34,6.8,46,136,UTSA 9-2
2026-05-09,Winthrop,High Point,Home,33.3%,66.7%,High Point -2.5,6.8,131,76,High Point 7-3
2026-05-09,Old Dominion,Coastal Carolina,Home,20.8%,79.3%,Coastal Carolina -4.39,6.8,123,36,Old Dominion 6-3
2026-05-09,San Jose St.,San Diego St.,Home,35.5%,64.5%,San Diego St. -2.04,6.7,145,75,San Jose St. 9-4
2026-05-09,Northwestern,Illinois,Home,31.8%,68.2%,Illinois -2.57,6.6,132,93,Illinois 4-3
2026-05-09,Utah Tech,UT Arlington,Home,53.9%,46.1%,Utah Tech -0.75,6.5,107,172,Utah Tech 16-4
2026-05-09,Nevada,Southern California,Away,14.8%,85.2%,Southern California -6.13,6.5,138,16,Southern California 12-4
2026-05-09,Lamar University,Houston Christian,Home,58.2%,41.8%,Lamar University -1.35,6.5,92,166,Lamar University 5-3
2026-05-09,Charleston So.,Longwood,Away,51.6%,48.4%,Charleston So. -0.2,6.4,155,157,Charleston So. 7-1
2026-05-09,Gonzaga,San Francisco,Away,65.4%,34.6%,Gonzaga -2.38,6.4,53,174,Gonzaga 13-0
2026-05-09,New Mexico,Grand Canyon,Home,48.6%,51.4%,Grand Canyon -0.25,6.4,158,148,Grand Canyon 4-3
2026-05-09,UC San Diego,CSU Bakersfield,Home,57.7%,42.3%,UC San Diego -1.34,6.4,78,181,CSU Bakersfield 10-8
2026-05-09,UNC Greensboro,Virginia Tech,Away,20.8%,79.3%,Virginia Tech -4.68,6.2,160,40,UNC Greensboro 18-13
2026-05-09,Indiana St.,Murray St.,Away,40.8%,59.2%,Murray St. -1.22,6.2,137,159,Indiana St. 10-8
2026-05-09,Northwestern St.,McNeese,Home,36.4%,63.6%,McNeese -2.01,6.1,154,141,McNeese 9-0
2026-05-09,Southern Miss.,James Madison,Home,79.7%,20.3%,Southern Miss. -4.93,6.1,21,177,Southern Miss. 11-1
2026-05-09,North Ala.,Central Ark.,Home,45.9%,54.1%,Central Ark. -0.45,6.0,176,162,North Ala. 12-4
2026-05-09,ULM,Marshall,Home,41.1%,58.9%,Marshall -1.02,6.0,149,169,Marshall 13-10
2026-05-09,Washington,Penn St.,Home,59.4%,40.6%,Washington -1.42,6.0,124,183,Penn St. 4-0
2026-05-09,North Ala.,Central Ark.,Home,45.9%,54.1%,Central Ark. -0.45,6.0,176,162,Central Ark. 4-3
2026-05-09,Georgia St.,Ga. Southern,Home,50.2%,49.8%,Georgia St. -0.27,6.0,133,198,Ga. Southern 6-5
2026-05-09,Jacksonville,Stetson,Away,45.3%,54.7%,Stetson -0.41,5.9,143,189,Stetson 16-6
2026-05-09,Jacksonville,Stetson,Away,45.3%,54.7%,Stetson -0.41,5.9,143,189,Jacksonville 5-4
2026-05-09,Illinois St.,UIC,Away,47.4%,52.6%,UIC -0.42,5.9,142,194,UIC 9-8
2026-05-09,Portland,Pepperdine,Home,57.6%,42.4%,Portland -1.08,5.9,125,193,Pepperdine 8-1
2026-05-09,New Mexico St.,Missouri St.,Home,17.4%,82.5%,Missouri St. -5.43,5.7,188,32,Missouri St. 9-1
2026-05-09,Campbell,Gardner-Webb,Away,76.8%,23.2%,Campbell -4.37,5.6,52,203,Campbell 11-9
2026-05-09,Oregon St.,Long Beach St.,Home,82.0%,18.0%,Oregon St. -5.46,5.6,14,204,Oregon St. 8-1
