Date,Away Team,Home Team,Location,Away Win %,Home Win %,PEAR,GQI,Away Net,Home Net,Final Score
2026-05-02,Mississippi St.,Texas,Away,47.8%,52.2%,Texas -0.26,9.8,5,3,Mississippi St. 7-4
2026-05-02,Ole Miss,Arkansas,Home,48.0%,52.0%,Arkansas -0.23,9.5,15,25,Ole Miss 11-4
2026-05-02,Auburn,Texas A&M,Away,40.1%,59.9%,Texas A&M -1.15,9.5,4,6,Auburn 18-5
2026-05-02,Auburn,Texas A&M,Away,40.1%,59.9%,Texas A&M -1.15,9.5,4,6,Auburn 5-4
2026-05-02,Florida,Oklahoma,Away,41.8%,58.2%,Oklahoma -1.04,9.3,18,12,Florida 10-5
2026-05-02,Jacksonville St.,Missouri St.,Away,49.8%,50.2%,Jacksonville St. -0.28,9.2,30,37,Jacksonville St. 10-2
2026-05-02,Tennessee,Kentucky,Home,53.0%,47.0%,Tennessee -0.46,9.2,34,29,Kentucky 12-2
2026-05-02,Miami (FL),NC State,Away,44.0%,56.0%,NC State -0.78,9.0,24,38,NC State 12-7
2026-05-02,TCU,Oklahoma St.,Home,42.3%,57.7%,Oklahoma St. -0.95,9.0,32,31,Oklahoma St. 9-2
2026-05-02,Vanderbilt,Alabama,Home,39.5%,60.5%,Alabama -1.59,8.8,48,11,Alabama 8-5
2026-05-02,Virginia Tech,California,Home,49.1%,50.9%,Virginia Tech -0.16,8.8,40,62,Virginia Tech 6-2
2026-05-02,Kansas St.,West Virginia,Away,35.5%,64.5%,West Virginia -2.16,8.7,43,17,West Virginia 9-1
2026-05-02,Boston College,Clemson,Away,39.3%,60.7%,Clemson -1.15,8.7,26,47,Clemson 14-4
2026-05-02,Utah,BYU,Home,46.0%,54.0%,BYU -0.42,8.5,54,61,Utah 8-3
2026-05-02,UAB,Rice,Home,48.0%,52.0%,Rice -0.23,8.5,50,70,Rice 16-9
2026-05-02,UAB,Rice,Home,48.0%,52.0%,Rice -0.23,8.5,50,70,Rice 12-2
2026-05-02,Pittsburgh,Florida St.,Home,28.6%,71.4%,Florida St. -3.17,8.4,42,14,Florida St. 8-5
2026-05-02,Pittsburgh,Florida St.,Home,28.6%,71.4%,Florida St. -3.17,8.4,42,14,Florida St. 10-1
2026-05-02,South Alabama,Texas St.,Away,41.1%,58.9%,Texas St. -0.92,8.2,63,67,South Alabama 6-4
2026-05-02,Stanford,Notre Dame,Home,39.9%,60.1%,Notre Dame -1.32,8.2,65,53,Notre Dame 10-7
2026-05-02,Cal Poly,UC Irvine,Away,48.4%,51.6%,UC Irvine -0.13,8.1,74,88,Cal Poly 11-2
2026-05-02,Louisville,Wake Forest,Away,31.5%,68.5%,Wake Forest -2.71,8.1,66,22,Wake Forest 7-5
2026-05-02,Nebraska,Ohio St.,Away,66.5%,33.5%,Nebraska -2.58,8.0,13,84,Ohio St. 7-3
2026-05-02,Michigan,Maryland,Home,55.1%,44.9%,Michigan -1.02,8.0,41,100,Michigan 17-5
2026-05-02,Texas Tech,Baylor,Home,39.4%,60.6%,Baylor -1.6,7.9,92,49,Baylor 8-1
2026-05-02,Texas Tech,Baylor,Home,39.4%,60.6%,Baylor -1.6,7.9,92,49,Baylor 10-9
2026-05-02,ETSU,UConn,Away,42.9%,57.1%,UConn -0.79,7.8,83,89,ETSU 6-1
2026-05-02,Louisiana Tech,DBU,Home,36.8%,63.2%,DBU -1.72,7.7,80,71,Louisiana Tech 5-4
2026-05-02,Cincinnati,Houston,Away,61.9%,38.1%,Cincinnati -1.95,7.7,27,109,Cincinnati 3-2
2026-05-02,Cincinnati,Houston,Away,61.9%,38.1%,Cincinnati -1.95,7.7,27,109,Cincinnati 8-1
2026-05-02,Mercer,Samford,Away,56.3%,43.7%,Mercer -1.05,7.7,57,111,Mercer 16-8
2026-05-02,Tarleton St.,Utah Tech,Away,51.8%,48.2%,Tarleton St. -0.5,7.7,64,117,Tarleton St. 8-4
2026-05-02,App State,Troy,Away,39.7%,60.3%,Troy -1.16,7.6,81,94,App State 13-7
2026-05-02,App State,Troy,Away,39.7%,60.3%,Troy -1.16,7.6,81,94,App State 5-0
2026-05-02,South Carolina,LSU,Home,31.1%,68.9%,LSU -2.77,7.6,86,46,LSU 6-1
2026-05-02,South Carolina,LSU,Home,31.1%,68.9%,LSU -2.77,7.6,86,46,LSU 7-3
2026-05-02,Illinois,Iowa,Away,35.3%,64.7%,Iowa -2.17,7.5,102,56,Iowa 6-5
2026-05-02,Western Caro.,Wofford,Away,44.4%,55.6%,Wofford -0.55,7.5,77,116,Western Caro. 3-2
2026-05-02,Fla. Atlantic,South Fla.,Away,40.7%,59.3%,South Fla. -1.15,7.4,113,69,Fla. Atlantic 6-5
2026-05-02,Southeastern La.,Lamar University,Home,47.6%,52.4%,Lamar University -0.06,7.4,82,126,Southeastern La. 10-0
2026-05-02,Southeastern La.,Lamar University,Home,47.6%,52.4%,Lamar University -0.06,7.4,82,126,Southeastern La. 6-2
2026-05-02,Creighton,St. John's (NY),Away,59.1%,40.9%,Creighton -1.03,7.3,91,110,St. John's (NY) 11-3
2026-05-02,Indiana,Northwestern,Away,53.1%,46.9%,Indiana -0.58,7.2,90,132,Northwestern 7-4
2026-05-02,Tulane,Charlotte,Home,42.8%,57.2%,Charlotte -0.94,7.2,118,99,Charlotte 8-2
2026-05-02,Southeast Mo. St.,Eastern Ill.,Home,59.5%,40.5%,Southeast Mo. St. -1.2,7.2,79,121,Eastern Ill. 11-1
2026-05-02,Missouri,Georgia,Home,15.5%,84.5%,Georgia -5.98,7.1,101,9,Georgia 13-3
2026-05-02,Nevada,San Diego St.,Away,35.8%,64.2%,San Diego St. -2.13,7.1,120,75,San Diego St. 8-5
2026-05-02,Xavier,Georgia Tech,Home,11.0%,89.0%,Georgia Tech -7.22,7.1,95,2,Georgia Tech 7-5
2026-05-02,UC Davis,Cal St. Fullerton,Home,39.5%,60.5%,Cal St. Fullerton -1.38,7.1,119,97,UC Davis 11-5
2026-05-02,Wichita St.,UTSA,Home,23.3%,76.7%,UTSA -4.13,7.0,115,39,UTSA 13-7
2026-05-02,Arizona,Kansas,Away,24.1%,75.9%,Kansas -4.2,7.0,131,7,Kansas 7-2
2026-05-02,Wichita St.,UTSA,Home,23.3%,76.7%,UTSA -4.13,7.0,115,39,UTSA 8-1
2026-05-02,Oregon,Washington,Away,74.0%,26.0%,Oregon -3.84,6.9,21,139,Oregon 10-4
2026-05-02,Rutgers,Southern California,Away,19.4%,80.6%,Southern California -4.95,6.8,125,16,Southern California 11-1
2026-05-02,UCLA,Michigan St.,Home,86.2%,13.8%,UCLA -6.49,6.8,1,123,UCLA 4-3
2026-05-02,Georgia St.,Louisiana,Away,27.6%,72.4%,Louisiana -3.3,6.7,136,52,Louisiana 5-1
2026-05-02,CSUN,Oregon St.,Away,16.8%,83.2%,Oregon St. -5.62,6.7,130,10,Oregon St. 6-5
2026-05-02,Georgia St.,Louisiana,Away,27.6%,72.4%,Louisiana -3.3,6.7,136,52,Louisiana 14-1
2026-05-02,East Carolina,Memphis,Away,71.6%,28.4%,East Carolina -3.29,6.6,44,152,Memphis 5-3
2026-05-02,Abilene Christian,Sacramento St.,Away,44.2%,55.8%,Sacramento St. -0.81,6.6,140,134,Sacramento St. 4-3
2026-05-02,Air Force,New Mexico,Away,43.2%,56.8%,New Mexico -0.84,6.5,129,148,Air Force 11-1
2026-05-02,Sam Houston,Kennesaw St.,Home,34.8%,65.3%,Kennesaw St. -2.23,6.5,147,87,Kennesaw St. 7-6
2026-05-02,Murray St.,Purdue,Away,27.9%,72.1%,Purdue -3.3,6.5,151,55,Purdue 11-4
2026-05-02,Jacksonville,North Florida,Away,41.1%,58.9%,North Florida -0.96,6.4,124,153,Jacksonville 4-3
2026-05-02,ULM,Southern Miss.,Home,17.1%,82.9%,Southern Miss. -5.44,6.4,146,19,Southern Miss. 2-1
2026-05-02,ULM,Southern Miss.,Home,17.1%,82.9%,Southern Miss. -5.44,6.4,146,19,Southern Miss. 3-1
2026-05-02,San Diego,Portland,Home,39.4%,60.6%,Portland -1.48,6.3,167,108,Portland 9-5
2026-05-02,Miami (OH),Western Mich.,Away,64.1%,35.9%,Miami (OH) -2.27,6.3,73,173,Miami (OH) 12-8
2026-05-02,Liberty,New Mexico St.,Away,78.6%,21.4%,Liberty -4.61,6.3,28,157,Liberty 15-4
2026-05-02,Liberty,New Mexico St.,Away,78.6%,21.4%,Liberty -4.61,6.3,28,157,Liberty 9-7
2026-05-02,Grand Canyon,San Jose St.,Away,47.4%,52.6%,San Jose St. -0.28,6.3,161,159,Grand Canyon 5-4
2026-05-02,UC San Diego,Long Beach St.,Home,53.7%,46.3%,UC San Diego -0.68,6.2,93,202,Long Beach St. 11-1
2026-05-02,Western Ky.,Middle Tenn.,Home,62.6%,37.4%,Western Ky. -1.89,6.2,103,171,Western Ky. 11-0
2026-05-02,Marshall,James Madison,Home,54.9%,45.1%,Marshall -0.71,6.1,158,166,Marshall 9-0
2026-05-02,Col. of Charleston,UNCW,Away,30.4%,69.6%,UNCW -2.7,6.1,155,106,UNCW 7-5
2026-05-02,Santa Clara,Gonzaga,Home,30.1%,69.9%,Gonzaga -3.19,6.1,186,45,Gonzaga 7-6
2026-05-02,FGCU,Stetson,Away,59.3%,40.7%,FGCU -1.43,6.0,112,184,FGCU 6-2
2026-05-02,VMI,UNC Greensboro,Home,50.2%,49.8%,UNC Greensboro -0.08,6.0,169,177,UNC Greensboro 9-6
2026-05-02,UC Santa Barbara,CSU Bakersfield,Home,75.6%,24.4%,UC Santa Barbara -4.13,6.0,33,187,UC Santa Barbara 4-3
2026-05-02,McNeese,SFA,Away,57.1%,42.9%,McNeese -0.93,5.9,163,174,SFA 7-4
2026-05-02,Longwood,High Point,Home,22.8%,77.2%,High Point -4.17,5.9,170,72,High Point 10-0
2026-05-02,Central Ark.,Austin Peay,Home,37.0%,63.0%,Austin Peay -1.73,5.9,154,162,Austin Peay 2-1
2026-05-02,McNeese,SFA,Away,57.1%,42.9%,McNeese -0.93,5.9,163,174,McNeese 6-1
2026-05-02,Lindenwood,SIUE,Away,39.5%,60.5%,SIUE -1.41,5.8,178,149,SIUE 2-1
2026-05-02,Houston Christian,A&M-Corpus Christi,Home,41.5%,58.5%,A&M-Corpus Christi -1.03,5.7,160,180,Houston Christian 15-4
2026-05-02,Houston Christian,A&M-Corpus Christi,Home,41.5%,58.5%,A&M-Corpus Christi -1.03,5.7,160,180,Houston Christian 5-4
2026-05-02,Minnesota,Penn St.,Away,72.1%,27.9%,Minnesota -3.41,5.6,59,206,Minnesota 5-4
2026-05-02,Northeastern,Monmouth,Home,66.3%,33.7%,Northeastern -2.43,5.6,138,182,Northeastern 10-1
2026-05-02,Morehead St.,Little Rock,Home,28.7%,71.3%,Little Rock -2.98,5.6,168,133,Little Rock 8-5
2026-05-02,Minnesota,Penn St.,Away,72.1%,27.9%,Minnesota -3.41,5.6,59,206,Minnesota 5-3
2026-05-02,NIU,Central Mich.,Home,61.2%,38.8%,NIU -1.86,5.4,105,228,NIU 10-5
2026-05-02,San Francisco,Pepperdine,Home,49.0%,51.0%,Pepperdine -0.19,5.4,204,194,Pepperdine 4-0
2026-05-02,Indiana St.,Southern Ill.,Away,56.9%,43.1%,Indiana St. -1.17,5.3,122,237,Southern Ill. 2-1
2026-05-02,Army West Point,Navy,Away,40.2%,59.8%,Navy -1.17,5.3,179,196,Army West Point 5-4
2026-05-02,UIW,UTRGV,Away,26.6%,73.4%,UTRGV -3.6,5.3,185,127,UTRGV 7-5
2026-05-02,UIC,Evansville,Home,53.8%,46.2%,UIC -0.57,5.2,214,183,UIC 2-1
2026-05-02,Maine,Binghamton,Home,38.8%,61.2%,Binghamton -1.63,5.1,211,165,Binghamton 8-7
2026-05-02,Elon,William & Mary,Away,43.3%,56.7%,William & Mary -0.91,5.1,212,189,Elon 5-2
2026-05-02,New Orleans,Nicholls,Away,35.0%,65.0%,Nicholls -2.15,5.1,213,143,Nicholls 11-10
2026-05-02,Richmond,Davidson,Home,66.4%,33.6%,Richmond -2.18,5.1,176,191,Richmond 8-3
